id_vente,date,heure,id_produit,nom_produit,prix_produit,categorie_produit,quantite,pays,ville,methode_paiement,statut_commande,satisfaction_client
V007838,2023-05-31,10:47:00,P011,Roman bestseller,14.99,Livres,2,France,Ville_29_France,Apple Pay,En cours de traitement,2
V007839,2023-03-22,18:36:00,P011,Roman bestseller,14.99,Livres,3,France,Ville_43_France,Carte de crédit,Expédiée,1
V007840,2023-04-07,09:28:00,P004,Casque audio sans fil,149.99,Électronique,1,Allemagne,Ville_38_Allemagne,Apple Pay,Annulée,3
V007841,2023-05-02,19:58:00,P003,Livre de cuisine,24.99,Livres,5,France,Ville_37_France,Apple Pay,En cours de traitement,1
V007842,2023-08-16,12:00:00,P005,T-shirt,19.99,Vêtements,1,France,Ville_46_France,PayPal,En cours de traitement,3
V007843,2023-10-15,13:42:00,P015,Mixeur,34.99,Électroménager,2,France,Ville_26_France,Virement bancaire,Annulée,4
V007844,2023-10-16,21:43:00,P007,Tablette,299.99,Électronique,1,Allemagne,Ville_9_Allemagne,PayPal,Expédiée,2
V007845,2023-12-02,08:22:00,P018,Parfum,69.99,Beauté,3,Espagne,Ville_40_Espagne,Carte de crédit,Annulée,1
V007846,2023-08-20,15:36:00,P002,Ordinateur portable,899.99,Électronique,5,Espagne,Ville_21_Espagne,PayPal,Livrée,5
V007847,2023-02-01,07:44:00,P013,Sac à dos,39.99,Accessoires,4,Espagne,Ville_3_Espagne,PayPal,Annulée,2
V007848,2023-09-19,08:56:00,P016,Tapis de yoga,29.99,Sport,2,France,Ville_24_France,Virement bancaire,Annulée,4
V007849,2023-01-01,15:35:00,P008,Chaussures de sport,89.99,Vêtements,1,France,Ville_45_France,Virement bancaire,Livrée,2
V007850,2023-09-11,14:09:00,P010,Montre connectée,129.99,Électronique,1,France,Ville_24_France,Google Pay,Expédiée,4
V007851,2023-02-04,21:37:00,P019,Couverture chauffante,44.99,Maison,4,France,Ville_31_France,Apple Pay,Annulée,3
V007852,2023-06-16,12:08:00,P008,Chaussures de sport,89.99,Vêtements,2,Allemagne,Ville_3_Allemagne,Carte de crédit,Expédiée,5
V007853,2023-05-01,11:12:00,P020,Jeu de société,29.99,Loisirs,3,Autriche,Ville_34_Autriche,Google Pay,Annulée,2
V007854,2023-04-06,22:12:00,P017,Stylo de luxe,49.99,Papeterie,2,France,Ville_8_France,Carte de crédit,Annulée,1
V007855,2023-04-28,07:25:00,P013,Sac à dos,39.99,Accessoires,2,France,Ville_29_France,Virement bancaire,En cours de traitement,1
V007856,2023-03-03,14:35:00,P008,Chaussures de sport,89.99,Vêtements,5,Espagne,Ville_13_Espagne,Carte de crédit,Annulée,4
V007857,2023-04-16,09:33:00,P011,Roman bestseller,14.99,Livres,3,France,Ville_20_France,PayPal,Livrée,1
V007858,2023-09-05,09:09:00,P016,Tapis de yoga,29.99,Sport,4,France,Ville_30_France,Carte de crédit,Annulée,4
V007859,2023-05-31,08:00:00,P013,Sac à dos,39.99,Accessoires,1,Espagne,Ville_27_Espagne,Apple Pay,Annulée,3
V007860,2023-05-30,03:18:00,P013,Sac à dos,39.99,Accessoires,2,Pays-Bas,Ville_13_Pays-Bas,Apple Pay,Annulée,2
V007861,2023-02-22,02:34:00,P001,Smartphone,499.99,Électronique,5,France,Ville_32_France,Google Pay,Annulée,1
V007862,2023-01-15,12:48:00,P012,Enceinte Bluetooth,59.99,Électronique,4,France,Ville_27_France,Virement bancaire,Livrée,1
V007863,2023-05-01,20:33:00,P018,Parfum,69.99,Beauté,3,Belgique,Ville_31_Belgique,Google Pay,Annulée,5
V007864,2023-09-04,10:50:00,P002,Ordinateur portable,899.99,Électronique,4,France,Ville_45_France,Carte de crédit,Livrée,1
V007865,2023-12-23,22:51:00,P013,Sac à dos,39.99,Accessoires,3,France,Ville_25_France,PayPal,Livrée,1
V007866,2023-12-11,04:56:00,P011,Roman bestseller,14.99,Livres,5,Allemagne,Ville_50_Allemagne,PayPal,Annulée,3
V007867,2023-12-14,18:31:00,P007,Tablette,299.99,Électronique,5,France,Ville_32_France,PayPal,Livrée,3
V007868,2023-02-15,12:03:00,P010,Montre connectée,129.99,Électronique,2,Royaume-Uni,Ville_21_Royaume-Uni,Carte de crédit,Expédiée,5
V007869,2023-08-08,02:52:00,P005,T-shirt,19.99,Vêtements,3,Royaume-Uni,Ville_2_Royaume-Uni,Apple Pay,Livrée,5
V007870,2023-01-05,05:07:00,P020,Jeu de société,29.99,Loisirs,5,France,Ville_47_France,Apple Pay,En cours de traitement,4
V007871,2023-10-21,11:44:00,P009,Aspirateur robot,199.99,Électroménager,1,France,Ville_45_France,PayPal,En cours de traitement,4
V007872,2023-01-12,18:56:00,P005,T-shirt,19.99,Vêtements,4,France,Ville_9_France,Apple Pay,En cours de traitement,3
V007873,2023-01-09,12:03:00,P009,Aspirateur robot,199.99,Électroménager,4,France,Ville_47_France,Carte de crédit,Livrée,5
V007874,2023-04-16,16:38:00,P010,Montre connectée,129.99,Électronique,5,France,Ville_28_France,PayPal,Expédiée,10
V007875,2023-05-20,15:52:00,P018,Parfum,69.99,Beauté,1,France,Ville_39_France,Virement bancaire,Livrée,4
V007876,2023-07-26,04:59:00,P002,Ordinateur portable,899.99,Électronique,5,Pays-Bas,Ville_12_Pays-Bas,Carte de crédit,Expédiée,4
V007877,2023-01-27,16:38:00,P012,Enceinte Bluetooth,59.99,Électronique,1,Allemagne,Ville_45_Allemagne,Carte de crédit,Livrée,3
V007878,2023-02-25,22:04:00,P001,Smartphone,499.99,Électronique,2,Suisse,Ville_32_Suisse,Carte de crédit,Expédiée,1
V007879,2023-06-28,01:22:00,P019,Couverture chauffante,44.99,Maison,3,France,Ville_14_France,Google Pay,Livrée,3
V007880,2023-08-30,07:27:00,P002,Ordinateur portable,899.99,Électronique,5,France,Ville_1_France,Carte de crédit,En cours de traitement,3
V007881,2023-02-15,11:49:00,P004,Casque audio sans fil,149.99,Électronique,5,France,Ville_17_France,PayPal,Expédiée,3
V007882,2023-04-08,23:26:00,P012,Enceinte Bluetooth,59.99,Électronique,0,Pays-Bas,Ville_2_Pays-Bas,Carte de crédit,Livrée,5
V007883,2023-02-14,08:55:00,P020,Jeu de société,29.99,Loisirs,5,France,Ville_28_France,Google Pay,Livrée,3
V007884,2023-04-12,12:31:00,P020,Jeu de société,29.99,Loisirs,2,France,Ville_10_France,Carte de crédit,Expédiée,4
V007885,2023-12-08,20:38:00,P008,Chaussures de sport,89.99,Vêtements,1,Espagne,Ville_39_Espagne,Virement bancaire,Annulée,10
V007886,2023-06-21,19:17:00,P017,Stylo de luxe,49.99,Papeterie,2,France,Ville_38_France,PayPal,Expédiée,3
V007887,2023-07-02,09:32:00,P005,T-shirt,19.99,Vêtements,1,France,Ville_39_France,Virement bancaire,Expédiée,2
V007888,2023-06-18,15:57:00,P009,Aspirateur robot,199.99,Électroménager,3,France,Ville_27_France,Apple Pay,Annulée,5
V007889,2023-11-10,09:58:00,P005,T-shirt,19.99,Vêtements,1,France,Ville_9_France,Carte de crédit,Expédiée,3
V007890,2023-10-22,03:58:00,P012,Enceinte Bluetooth,59.99,Électronique,3,Italie,Ville_17_Italie,Apple Pay,En cours de traitement,4
V007891,2023-03-18,07:23:00,P004,Casque audio sans fil,149.99,Électronique,1,Autriche,Ville_40_Autriche,PayPal,Livrée,5
V007892,2023-06-27,02:15:00,P002,Ordinateur portable,899.99,Électronique,1,France,Ville_3_France,Carte de crédit,Annulée,2
V007893,2023-01-30,21:03:00,P004,Casque audio sans fil,149.99,Électronique,4,France,Ville_35_France,Carte de crédit,En cours de traitement,2
V007894,2023-06-04,17:36:00,P002,Ordinateur portable,899.99,Électronique,2,France,Ville_26_France,PayPal,Annulée,1
V007895,2023-10-21,13:42:00,P010,Montre connectée,129.99,Électronique,2,Suisse,Ville_26_Suisse,PayPal,Expédiée,3
V007896,2023-09-14,00:22:00,P020,Jeu de société,-29.99,Loisirs,2,Italie,Ville_50_Italie,PayPal,Livrée,3
V007897,2023-11-28,09:49:00,P019,Couverture chauffante,44.99,Maison,2,France,Ville_26_France,Apple Pay,Livrée,5
V007898,2023-08-10,04:13:00,P007,Tablette,299.99,Électronique,3,Espagne,Ville_31_Espagne,Virement bancaire,Livrée,4
V007899,2023-06-06,04:36:00,P017,Stylo de luxe,49.99,Papeterie,3,Allemagne,Ville_13_Allemagne,Virement bancaire,Expédiée,1
V007900,2023-11-26,14:40:00,P003,Livre de cuisine,24.99,Livres,5,France,Ville_6_France,Google Pay,En cours de traitement,5
V007901,2023-06-03,18:04:00,P004,Casque audio sans fil,149.99,Électronique,2,Italie,Ville_38_Italie,PayPal,Annulée,2
V007902,2023-12-03,14:07:00,P020,Jeu de société,29.99,Loisirs,5,France,Ville_49_France,PayPal,Expédiée,5
V007903,2023-11-19,18:52:00,P017,Stylo de luxe,49.99,Papeterie,2,Belgique,Ville_9_Belgique,Apple Pay,Annulée,3
V007904,2023-08-14,12:31:00,P012,Enceinte Bluetooth,59.99,Électronique,3,Royaume-Uni,Ville_1_Royaume-Uni,Carte de crédit,Livrée,1
V007905,2023-02-20,23:16:00,P009,Aspirateur robot,199.99,Électroménager,3,Royaume-Uni,Ville_49_Royaume-Uni,Google Pay,En cours de traitement,3
V007906,2023-04-08,14:35:00,P010,Montre connectée,129.99,Électronique,3,Espagne,Ville_24_Espagne,Virement bancaire,Livrée,3
V007907,2023-05-28,10:22:00,P010,Montre connectée,129.99,Électronique,2,Espagne,Ville_41_Espagne,Apple Pay,En cours de traitement,3
V007908,2023-05-16,10:48:00,P002,Ordinateur portable,899.99,Électronique,5,France,Ville_37_France,Carte de crédit,En cours de traitement,1
V007909,2023-04-02,17:10:00,P005,T-shirt,19.99,Vêtements,2,France,Ville_35_France,Virement bancaire,En cours de traitement,5
V007910,2023-06-21,16:07:00,P017,Stylo de luxe,49.99,Papeterie,3,Espagne,Ville_43_Espagne,Google Pay,Livrée,4
V007911,2023-04-14,12:49:00,P020,Jeu de société,29.99,Loisirs,0,Royaume-Uni,Ville_12_Royaume-Uni,Google Pay,Livrée,1
V007912,2023-02-15,18:14:00,P002,Ordinateur portable,899.99,Électronique,5,France,Ville_47_France,Carte de crédit,Livrée,2
V007913,2023-07-24,16:04:00,P003,Livre de cuisine,24.99,Livres,5,France,Ville_35_France,Virement bancaire,Annulée,5
V007914,2023-08-11,03:39:00,P019,Couverture chauffante,44.99,Maison,1,Portugal,Ville_38_Portugal,Apple Pay,Annulée,2
V007915,2023-01-03,03:19:00,P004,Casque audio sans fil,149.99,Électronique,1,France,Ville_47_France,Carte de crédit,Livrée,3
V007916,2023-12-04,22:18:00,P015,Mixeur,34.99,Électroménager,1,Royaume-Uni,Ville_16_Royaume-Uni,Apple Pay,En cours de traitement,4
V007917,2023-12-01,17:31:00,P011,Roman bestseller,14.99,Livres,3,France,Ville_21_France,PayPal,Expédiée,3
V007918,2023-11-04,04:16:00,P015,Mixeur,34.99,Électroménager,3,Royaume-Uni,Ville_41_Royaume-Uni,PayPal,Annulée,2
V007919,2023-07-23,08:01:00,P007,Tablette,299.99,Électronique,1,France,Ville_11_France,Virement bancaire,Annulée,2
V007920,2023-06-30,12:29:00,P010,Montre connectée,129.99,Électronique,3,France,Ville_31_France,Apple Pay,Annulée,4
V007921,2023-01-02,13:06:00,P016,Tapis de yoga,29.99,Sport,2,France,Ville_47_France,Carte de crédit,En cours de traitement,1
V007922,2023-05-24,02:08:00,P002,Ordinateur portable,899.99,Électronique,3,France,Ville_16_France,Apple Pay,En cours de traitement,5
V007923,2023-03-12,21:03:00,P002,Ordinateur portable,899.99,Électronique,1,France,Ville_49_France,Carte de crédit,Livrée,3
V007924,2023-01-29,01:30:00,P005,T-shirt,19.99,Vêtements,4,Italie,Ville_13_Italie,Google Pay,Expédiée,2
X007925,2023-01-07,05:16:00,P017,Stylo de luxe,49.99,Papeterie,5,Italie,Ville_46_Italie,Virement bancaire,En cours de traitement,3
V007926,2023-08-23,09:06:00,P011,Roman bestseller,14.99,Livres,4,Portugal,Ville_9_Portugal,Apple Pay,Annulée,1
V007927,2023-02-22,12:46:00,P017,Stylo de luxe,49.99,Papeterie,4,Espagne,Ville_36_Espagne,Google Pay,Expédiée,3
V007928,2023-12-29,11:30:00,P017,Stylo de luxe,-49.99,Papeterie,4,France,Ville_47_France,Google Pay,En cours de traitement,3
V007929,2023-05-07,10:45:00,P007,Tablette,299.99,Électronique,1,France,Ville_2_France,Apple Pay,Livrée,2
V007930,2023-09-11,23:30:00,P008,Chaussures de sport,89.99,Vêtements,1,France,Ville_22_France,Apple Pay,Annulée,4
V007931,2023-03-09,01:27:00,P007,Tablette,299.99,Catégorie Invalide,4,France,Ville_1_France,Virement bancaire,En cours de traitement,2
X007932,2023-11-12,18:28:00,P017,Stylo de luxe,49.99,Papeterie,3,Belgique,Ville_13_Belgique,PayPal,Expédiée,2
V007933,2023-01-11,05:00:00,P020,Jeu de société,29.99,Loisirs,4,Italie,Ville_26_Italie,PayPal,Expédiée,1
V007934,2023-02-15,18:28:00,P019,Couverture chauffante,44.99,Maison,5,Espagne,Ville_41_Espagne,PayPal,Annulée,2
V007935,2023-08-11,14:13:00,P007,Tablette,299.99,Électronique,4,France,Ville_24_France,Google Pay,En cours de traitement,2
V007936,2023-01-23,12:52:00,P018,Parfum,69.99,Beauté,2,France,Ville_50_France,PayPal,Livrée,5
V007937,2023-03-01,20:06:00,P001,Smartphone,499.99,Électronique,5,Belgique,Ville_46_Belgique,Carte de crédit,Livrée,2
V007938,2023-01-20,07:32:00,P004,Casque audio sans fil,149.99,Électronique,0,France,Ville_5_France,Virement bancaire,En cours de traitement,1
V007939,2023-04-23,16:42:00,P001,Smartphone,499.99,Électronique,3,Espagne,Ville_3_Espagne,PayPal,En cours de traitement,5
V007940,2023-11-06,07:41:00,P018,Parfum,69.99,Beauté,3,France,Ville_43_France,PayPal,Expédiée,3
V007941,2023-07-28,08:19:00,P004,Casque audio sans fil,149.99,Électronique,4,France,Ville_10_France,Google Pay,En cours de traitement,2
V007942,2023-12-27,21:02:00,P008,Chaussures de sport,89.99,Vêtements,1,France,Ville_23_France,Apple Pay,Livrée,5
V007943,2023-06-17,08:29:00,P004,Casque audio sans fil,149.99,Électronique,5,France,Ville_40_France,PayPal,Livrée,3
V007944,2023-12-02,05:59:00,P010,Montre connectée,129.99,Électronique,5,France,Ville_41_France,PayPal,En cours de traitement,1
V007945,2023-08-27,14:19:00,P005,T-shirt,19.99,Vêtements,1,France,Ville_41_France,Google Pay,Expédiée,4
V007946,2023-08-21,14:28:00,P005,T-shirt,19.99,Vêtements,3,France,Ville_16_France,Carte de crédit,Annulée,2
V007947,2023-02-25,04:55:00,P011,Roman bestseller,14.99,Livres,3,France,Ville_19_France,Virement bancaire,Annulée,3
V007948,2023-12-12,23:32:00,P010,Montre connectée,129.99,Électronique,1,France,Ville_37_France,Google Pay,Expédiée,1
V007949,2023-08-12,14:48:00,P012,Enceinte Bluetooth,59.99,Électronique,2,France,Ville_37_France,Virement bancaire,Annulée,4
V007950,2023-03-15,11:15:00,P003,Livre de cuisine,24.99,Livres,2,France,Ville_49_France,Virement bancaire,En cours de traitement,3
V007951,2023-09-13,15:44:00,P007,Tablette,299.99,Électronique,5,France,Ville_13_France,Google Pay,Livrée,2
V007952,2023-03-17,02:19:00,P001,Smartphone,499.99,Électronique,1,France,Ville_7_France,PayPal,Annulée,4
V007953,2023-12-12,00:51:00,P008,Chaussures de sport,89.99,Vêtements,5,France,Ville_31_France,Carte de crédit,Livrée,2
V007954,2023-10-13,20:51:00,P010,Montre connectée,129.99,Électronique,5,Pays-Bas,Ville_36_Pays-Bas,Apple Pay,En cours de traitement,3
V007955,2023-10-14,20:28:00,P019,Couverture chauffante,44.99,Maison,2,France,Ville_39_France,Google Pay,En cours de traitement,4
V007956,2023-07-30,04:01:00,P015,Mixeur,34.99,Électroménager,1,Espagne,Ville_23_Espagne,PayPal,En cours de traitement,2
V007957,2023-09-17,23:30:00,P003,Livre de cuisine,24.99,Livres,4,Pays-Bas,Ville_48_Pays-Bas,Apple Pay,Expédiée,4
V007958,2023-03-12,20:49:00,P019,Couverture chauffante,44.99,Maison,3,France,Ville_40_France,Apple Pay,Livrée,1
V007959,2023-12-26,15:31:00,P009,Aspirateur robot,199.99,Électroménager,1,France,Ville_39_France,Carte de crédit,Livrée,3
V007960,2023-04-28,00:02:00,P005,T-shirt,19.99,Vêtements,4,Pays Inconnu,Ville_31_France,Virement bancaire,Expédiée,1
V007961,2023-04-30,00:22:00,P011,Roman bestseller,14.99,Livres,3,Espagne,Ville_17_Espagne,Virement bancaire,Annulée,4
V007962,2023-10-02,01:15:00,P012,Enceinte Bluetooth,59.99,Électronique,1,France,Ville_37_France,Virement bancaire,Expédiée,5
V007963,2023-09-24,02:36:00,P018,Parfum,69.99,Beauté,4,Royaume-Uni,Ville_3_Royaume-Uni,Apple Pay,En cours de traitement,10
V007964,2023-05-23,04:10:00,P006,Machine à café,79.99,Électroménager,1,France,Ville_36_France,Google Pay,Annulée,5
V007965,2023-08-22,19:12:00,P014,Appareil photo numérique,349.99,Électronique,3,France,Ville_7_France,Google Pay,Livrée,4
V007966,2023-09-01,01:46:00,P002,Ordinateur portable,899.99,Électronique,5,Royaume-Uni,Ville_21_Royaume-Uni,Carte de crédit,Annulée,5
V007967,2023-02-11,18:25:00,P005,T-shirt,19.99,Vêtements,4,France,Ville_29_France,Virement bancaire,Annulée,2
V007968,2023-11-05,22:36:00,P019,Couverture chauffante,44.99,Maison,2,Espagne,Ville_23_Espagne,Google Pay,Livrée,5
V007969,2023-07-09,22:06:00,P003,Livre de cuisine,24.99,Livres,5,France,Ville_46_France,PayPal,Expédiée,1
V007970,2023-11-29,09:14:00,P001,Smartphone,499.99,Électronique,4,Allemagne,Ville_31_Allemagne,Google Pay,Livrée,5
V007971,2023-12-07,17:09:00,P011,Roman bestseller,14.99,Livres,1,Espagne,Ville_5_Espagne,Apple Pay,Expédiée,4
V007972,2023-08-04,16:48:00,P012,Enceinte Bluetooth,59.99,Électronique,4,France,Ville_34_France,PayPal,Annulée,1
V007973,2023-02-15,10:54:00,P020,Jeu de société,29.99,Loisirs,3,France,Ville_46_France,Google Pay,Expédiée,4
V007974,2023-03-30,04:32:00,P003,Livre de cuisine,24.99,Livres,4,France,Ville_11_France,PayPal,Expédiée,5
V007975,2023-11-10,01:18:00,P020,Jeu de société,29.99,Loisirs,2,Autriche,Ville_15_Autriche,Apple Pay,Annulée,4
V007976,2023-12-14,01:50:00,P011,Roman bestseller,14.99,Livres,1,France,Ville_48_France,Virement bancaire,Annulée,4
V007977,2023-04-16,14:35:00,P002,Ordinateur portable,899.99,Électronique,1,France,Ville_7_France,Carte de crédit,Annulée,5
V007978,2023-05-12,02:25:00,P015,Mixeur,34.99,Électroménager,5,Allemagne,Ville_12_Allemagne,Carte de crédit,Annulée,1
V007979,2023-04-16,08:44:00,P013,Sac à dos,39.99,Accessoires,1,France,Ville_30_France,Virement bancaire,Expédiée,5
V007980,2023-06-17,20:47:00,P020,Jeu de société,29.99,Loisirs,2,France,Ville_30_France,Carte de crédit,Expédiée,1
V007981,2023-12-04,22:55:00,P007,Tablette,299.99,Électronique,2,Royaume-Uni,Ville_12_Royaume-Uni,PayPal,En cours de traitement,5
V007982,2023-10-18,08:09:00,P003,Livre de cuisine,24.99,Livres,1,France,Ville_17_France,PayPal,En cours de traitement,4
V007983,2023-07-24,10:02:00,P002,Ordinateur portable,899.99,Électronique,2,Espagne,Ville_20_Espagne,Google Pay,En cours de traitement,1
V007984,2023-07-14,04:44:00,P009,Aspirateur robot,199.99,Électroménager,2,France,Ville_23_France,PayPal,En cours de traitement,3
V007985,2023-12-10,19:08:00,P018,Parfum,69.99,Beauté,3,France,Ville_23_France,Virement bancaire,Livrée,2
V007986,2023-02-04,05:20:00,P006,Machine à café,79.99,Électroménager,2,Espagne,Ville_19_Espagne,Apple Pay,Annulée,5
V007987,2023-10-09,16:04:00,P016,Tapis de yoga,29.99,Sport,1,Belgique,Ville_39_Belgique,Virement bancaire,Livrée,10
V007988,2023-01-20,13:13:00,P009,Aspirateur robot,199.99,Électroménager,5,Belgique,Ville_16_Belgique,PayPal,En cours de traitement,2
V007989,2023-11-15,02:03:00,P009,Aspirateur robot,199.99,Électroménager,1,France,Ville_18_France,PayPal,Livrée,4
V007990,2023-02-13,05:24:00,P001,Smartphone,499.99,Électronique,3,Royaume-Uni,Ville_27_Royaume-Uni,Apple Pay,Annulée,2
V007991,2023-07-31,20:53:00,P006,Machine à café,79.99,Électroménager,2,France,Ville_6_France,Virement bancaire,Annulée,2
V007992,2023-10-04,10:12:00,P007,Tablette,299.99,Électronique,4,Pays-Bas,Ville_35_Pays-Bas,PayPal,En cours de traitement,4
V007993,2023-02-23,15:05:00,P007,Tablette,299.99,Électronique,2,France,Ville_35_France,Google Pay,Annulée,3
V007994,2023-08-25,02:27:00,P014,Appareil photo numérique,349.99,Électronique,4,France,Ville_21_France,Google Pay,Expédiée,5
V007995,2023-07-10,00:20:00,P010,Montre connectée,129.99,Électronique,1,France,Ville_4_France,PayPal,Livrée,3
V007996,2023-11-16,15:14:00,P015,Mixeur,34.99,Électroménager,2,France,Ville_11_France,Google Pay,Expédiée,2
V007997,2023-10-13,02:56:00,P005,T-shirt,19.99,Vêtements,3,France,Ville_27_France,Carte de crédit,Livrée,2
V007998,2023-11-07,17:29:00,P007,Tablette,299.99,Électronique,4,Allemagne,Ville_40_Allemagne,Google Pay,Livrée,5
V007999,2023-08-26,17:30:00,P017,Stylo de luxe,49.99,Papeterie,3,France,Ville_30_France,PayPal,En cours de traitement,3
V008000,2023-04-29,21:20:00,P017,Stylo de luxe,49.99,Papeterie,2,France,Ville_15_France,Virement bancaire,Livrée,1
V008001,2023-12-17,10:22:00,P001,Smartphone,499.99,Électronique,3,Portugal,Ville_43_Portugal,PayPal,En cours de traitement,3
V008002,2023-08-26,16:54:00,P020,Jeu de société,29.99,Loisirs,3,France,Ville_19_France,Virement bancaire,Expédiée,10
V008003,2023-07-07,22:46:00,P015,Mixeur,34.99,Électroménager,5,Allemagne,Ville_4_Allemagne,PayPal,En cours de traitement,1
V008004,2023-04-30,16:49:00,P006,Machine à café,79.99,Électroménager,3,France,Ville_24_France,Virement bancaire,Annulée,3
V008005,2023-05-11,18:45:00,P006,Machine à café,79.99,Électroménager,1,France,Ville_39_France,Virement bancaire,En cours de traitement,5
V008006,2023-11-01,08:22:00,P004,Casque audio sans fil,149.99,Électronique,2,France,Ville_8_France,PayPal,En cours de traitement,3
V008007,2023-02-23,05:15:00,P017,Stylo de luxe,49.99,Papeterie,4,Allemagne,Ville_12_Allemagne,Google Pay,En cours de traitement,4
V008008,2023-03-13,13:51:00,P016,Tapis de yoga,29.99,Sport,1,France,Ville_23_France,Virement bancaire,En cours de traitement,5
V008009,2023-01-03,02:52:00,P004,Casque audio sans fil,149.99,Électronique,1,Allemagne,Ville_30_Allemagne,PayPal,En cours de traitement,3
V008010,2023-12-08,00:54:00,P019,Couverture chauffante,44.99,Maison,2,Royaume-Uni,Ville_45_Royaume-Uni,Apple Pay,Livrée,3
V008011,2023-09-21,22:10:00,P008,Chaussures de sport,89.99,Vêtements,4,Royaume-Uni,Ville_45_Royaume-Uni,Carte de crédit,En cours de traitement,5
V008012,2023-09-02,07:45:00,P020,Jeu de société,29.99,Loisirs,2,Royaume-Uni,Ville_40_Royaume-Uni,PayPal,Livrée,1
V008013,2023-06-12,04:24:00,P002,Ordinateur portable,899.99,Électronique,5,France,Ville_44_France,Virement bancaire,En cours de traitement,3
V008014,2023-01-01,23:03:00,P004,Casque audio sans fil,149.99,Électronique,2,Autriche,Ville_16_Autriche,PayPal,En cours de traitement,1
V008015,2023-02-17,03:52:00,P016,Tapis de yoga,29.99,Sport,1,France,Ville_28_France,PayPal,Expédiée,3
V008016,2023-08-22,08:20:00,P010,Montre connectée,129.99,Électronique,4,Italie,Ville_39_Italie,Apple Pay,En cours de traitement,3
V008017,2023-08-12,00:38:00,P006,Machine à café,79.99,Électroménager,3,France,Ville_47_France,Apple Pay,Annulée,4
V008018,2023-11-24,01:10:00,P010,Montre connectée,129.99,Électronique,2,Espagne,Ville_40_Espagne,PayPal,Expédiée,3
V008019,2023-06-19,21:02:00,P015,Mixeur,34.99,Électroménager,0,Allemagne,Ville_38_Allemagne,PayPal,Annulée,5
V008020,2023-10-06,07:10:00,P005,T-shirt,19.99,Vêtements,1,Espagne,Ville_24_Espagne,Carte de crédit,Annulée,5
V008021,2023-07-24,07:46:00,P011,Roman bestseller,14.99,Livres,3,Allemagne,Ville_1_Allemagne,Carte de crédit,Annulée,4
V008022,2023-03-12,05:15:00,P006,Machine à café,79.99,Électroménager,5,France,Ville_17_France,Virement bancaire,Livrée,5
V008023,2023-06-28,09:20:00,P010,Montre connectée,129.99,Électronique,4,Allemagne,Ville_48_Allemagne,Virement bancaire,Expédiée,2
V008024,2023-05-15,03:31:00,P003,Livre de cuisine,24.99,Livres,1,France,Ville_50_France,Google Pay,Annulée,5
V008025,2023-11-21,19:04:00,P005,T-shirt,19.99,Vêtements,1,Espagne,Ville_42_Espagne,Virement bancaire,Expédiée,10
V008026,2023-01-09,12:50:00,P020,Jeu de société,29.99,Loisirs,1,Portugal,Ville_49_Portugal,Apple Pay,Livrée,1
V008027,2023-01-30,23:37:00,P016,Tapis de yoga,29.99,Sport,4,Allemagne,Ville_46_Allemagne,Apple Pay,Livrée,3
V008028,2023-12-10,05:11:00,P003,Livre de cuisine,24.99,Livres,5,Belgique,Ville_36_Belgique,Google Pay,Livrée,1
V008029,2023-01-29,12:16:00,P015,Mixeur,34.99,Électroménager,5,Pays-Bas,Ville_4_Pays-Bas,Virement bancaire,En cours de traitement,3
V008030,2023-06-30,11:12:00,P016,Tapis de yoga,29.99,Sport,2,France,Ville_44_France,Google Pay,Expédiée,4
V008031,2023-01-10,21:44:00,P015,Mixeur,34.99,Électroménager,2,Espagne,Ville_40_Espagne,Carte de crédit,Expédiée,4
V008032,2023-07-26,22:39:00,P020,Jeu de société,29.99,Loisirs,3,France,Ville_43_France,PayPal,Annulée,2
V008033,2023-08-24,22:55:00,P017,Stylo de luxe,49.99,Papeterie,4,Suisse,Ville_2_Suisse,Virement bancaire,En cours de traitement,3
V008034,2023-05-16,05:33:00,P014,Appareil photo numérique,349.99,Électronique,2,Italie,Ville_26_Italie,Google Pay,En cours de traitement,2
V008035,2023-12-09,06:18:00,P008,Chaussures de sport,89.99,Vêtements,4,France,Ville_50_France,Google Pay,Livrée,3
V008036,2023-09-19,15:07:00,P005,T-shirt,19.99,Vêtements,1,Royaume-Uni,Ville_31_Royaume-Uni,Google Pay,En cours de traitement,5
V008037,2023-12-12,18:18:00,P006,Machine à café,79.99,Électroménager,2,France,Ville_41_France,Carte de crédit,Annulée,2
V008038,2023-09-08,16:31:00,P017,Stylo de luxe,49.99,Papeterie,3,France,Ville_3_France,Google Pay,Expédiée,3
V008039,2023-05-19,16:03:00,P018,Parfum,69.99,Beauté,5,Espagne,Ville_8_Espagne,Virement bancaire,Annulée,3
V008040,2023-07-25,21:05:00,P006,Machine à café,79.99,Électroménager,2,Belgique,Ville_19_Belgique,Carte de crédit,En cours de traitement,2
X008041,2023-12-05,23:26:00,P013,Sac à dos,39.99,Accessoires,3,France,Ville_3_France,Carte de crédit,En cours de traitement,5
V008042,2023-10-19,12:31:00,P017,Stylo de luxe,49.99,Papeterie,1,France,Ville_21_France,PayPal,Annulée,3
V008043,2023-11-07,02:34:00,P002,Ordinateur portable,899.99,Électronique,5,France,Ville_42_France,PayPal,En cours de traitement,1
V008044,2023-02-07,05:09:00,P010,Montre connectée,129.99,Électronique,2,Espagne,Ville_41_Espagne,PayPal,En cours de traitement,1
